"You should specify a nonce action to be verified by using the first parameter.","Musisz podać działanie, dla którego &#8222;nonce&#8221; (&#8222;number used once&#8221;; ang. &#8222;liczba używana jednorazowo&#8221;) został stworzony, jako pierwszy parametr funkcji."
"View Tag","Zobacz tag"
"View Category","Zobacz kategorię"
"Wider","Szersze"
"Narrower","Węższe"
"Default width","Domyślna szerokość"
"Word count: %s","Liczba słów: %s"
"Your account is now activated. <a href=\"%s\">Log in</a> or go back to the <a href=\"%s\">homepage</a>.","Twoje konto zostało aktywowane. <a href=\"%s\">Zaloguj się</a> lub powróć na <a href=\"%s\">stronę główną</a>."
"Your account is now activated. <a href=\"%s\">View your site</a> or <a href=\"%s\">Log in</a>","Twoje konto zostało aktywowane. <a href=\"%s\">Zobacz swoją witrynę</a> lub <a href=\"%s\">zaloguj się</a>"
"Help (Alt + Shift + H)","Pomoc (Alt + Shift + H)"
"Howdy, %s","Jak się masz, %s?"
"Exit fullscreen","Powróć do normalnego widoku"
"Just write.","Po prostu pisz."
"Approve and Reply","Zatwierdź i odpowiedz"
"All Posts","Wszystkie wpisy"
"All Pages","Wszystkie strony"
"Updated.","Zaktualizowano."
"fullscreen","pełny ekran"
"Bold (Ctrl + B)","Pogrubienie (Ctrl + B)"
"Italic (Ctrl + I)","Kursywa (Ctrl + I)"
"Ordered list (Alt + Shift + O)","Lista uporządkowana (Alt + Shift + O)"
"Unordered list (Alt + Shift + U)","Lista nieuporządkowana (Alt + Shift + U)"
"Insert/edit image (Alt + Shift + M)","Wstaw/edytuj obrazek (Alt + Shift + M)"
"Insert/edit link (Alt + Shift + A)","Wstaw/edytuj odnośnik (Alt + Shift + A)"
"Unlink (Alt + Shift + S)","Usuń odnośnik (Alt + Shift + S)"
"TinyMCE is a platform independent web based Javascript HTML WYSIWYG editor released as Open Source under %sLGPL</a>\tby Moxiecode Systems AB. It has the ability to convert HTML TEXTAREA fields or other HTML elements to editor instances.","TinyMCE jest wieloplatformowym, działającym na stronach internetowych programem napisanym w Javascripcie, który potrafi zamieniać pola TEXTAREA i inne elementy HTML-a w edytory tekstu WYSIWYG. Wydawany jest jako oprogramowanie open source na licencji %sLGPL</a>\tprzez Moxiecode Systems AB."
"Indigo","Indygo"
"Navy Blue","Granatowy"
"Dark green","Ciemnozielony"
"Amber","Bursztynowy"
"Olive","Oliwkowy"
"Words:","Słowa:"
"Maroon","Kasztanowy"
"Poster","Autor"
"Preload","Wczytuj wstępnie"
"Alternative source 2","Alternatywne źródło nr 2"
"Alternative source 1","Alternatywne źródło nr 1"
"Disc","Dysk"
"Upper roman","Wielkie rzymskie"
"Aqua","Akwamaryna"
"Lime","Limonkowy"
"Royal blue","Ciemnogranatowy"
"Turquoise","Turkusowy"
"Yellow green","Żółto-zielony"
"Upper alpha","Wielkie łacińskie"
"Lower roman","Małe rzymskie"
"Burnt orange","Przypalony pomarańczowy"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Schowek działa teraz w trybie czystego tekstu. Kliknij ten przycisk ponownie, aby przełączyć go z powrotem w normalny tryb pracy. Wklejenie czegoś również poskutkuje przywróceniem normalnego trybu pracy."
"Plum","Śliwkowy"
"{#field} must be a number","Zawartość pola {#field} musi być liczbą"
"Medium gray","Średnio ciemny szary"
"Sea green","Morska zieleń"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Schowek działa teraz w trybie czystego tekstu. Kliknij ten przycisk ponownie, aby przełączyć go z powrotem w normalny tryb pracy."
"HTML5 Video Options","Opcje filmów HTML5"
"Very dark gray","Bardzo ciemny szary"
"Press ALT F10 for toolbar. Press ALT 0 for help.","Wciśnij ALT F10, aby wyświetlić pasek narzędzi. Wciśnij ALT 0, aby uzyskać pomoc."
"Accessibility Help","Pomoc dot. dostępności"
"General Usage","Ogólny sposób używania"
"{#field} must be a number greater than {#min}","Zawartość pola {#field} musi być liczbą większą niż {#min}"
"Dark azure","Ciemnolazurowy"
"Dark olive","Ciemnooliwkowy"
"Lower greek","Małe greckie"
"Lower alpha","Małe łacińskie"
"Learn word","Dodaj słowo do słownika"
"Types","Typy"
"Toolbar","Pasek narzędzi"
"{#field} must be a number or percentage","Zawartość pola {#field} musi być liczbą lub wartością procentową"
"Square","Kwadrat"
"Gold","Złoty"
"Light sky blue","Jasnoniebieski"
"Circle","Koło"
"Peach","Brzoskwiniowy"
"Copyright &copy; 2003-2011, <a href=\"http://www.moxiecode.com\" target=\"_blank\">Moxiecode Systems AB</a>, All rights reserved.","Copyright &copy; 2003-2011, <a href=\"http://www.moxiecode.com\" target=\"_blank\">Moxiecode Systems AB</a>. Wszelkie prawa zastrzeżone."
"Sky blue","Błękitny"
"Rich Text Area","Edytor wizualny"
"Pale green","Bladozielony"
"Light yellow","Jasnożółty"
"Teal","Cyraneczka"
"Pale cyan","Bladoturkusowy"
"Grayish blue","Szaroniebieski"
"Destination directory for file streaming does not exist or is not writable.","Katalog docelowy przesyłania strumieniowego nie istnieje lub nie ma uprawnień do zapisu do niego."
"There are no HTTP transports available which can complete the requested request.","Brak dostępnych transportów HTTP, które mogłyby zostać użyte do wykonania polecenia."
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comment already.","Dotychczas <a href=\"%s\">Akismet</a> ochronił Twoją witrynę przed %s komentarzem będącym spamem."
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comments already.","Dotychczas <a href=\"%s\">Akismet</a> ochronił Twoją witrynę przed %s komentarzami będącymi spamem."
"There's <a href=\"%s\">%s comment</a> in your spam queue right now.","W kolejce znajduje się obecnie <a href=\"%s\">%s komentarz</a>."
"There are <a href=\"%s\">%s comments</a> in your spam queue right now.","W kolejce znajdują się obecnie <a href=\"%s\">%s komentarze</a>."
"<a href=\"%s\">Akismet</a> blocks spam from getting to your blog.","<a href=\"%s\">Akismet</a> zapobiega dostawaniu się spamu do Twojego blogu."
"<strong>Sign up success!</strong> Please check your email for your Akismet API Key and enter it below.","<strong>Rejestracja powiodła się!</strong> Proszę sprawdzić, czy na podany adres e-mail została już dostarczona wiadomość z kluczem do API Akismeta, a następnie wprowadzić go poniżej."
"Flagged as spam by Akismet","Oznaczony jako spam przez Akismeta"
"History","Oś czasu"
"There's nothing in your <a href='%s'>spam queue</a> at the moment.","W <a href='%s'>kolejce</a> nie znajdują się obecnie żadne komentarze."
"Cleared by Akismet","Przepuszczony przez Akismeta"
"Enter the destination URL","Wprowadź docelowy adres URL…"
"Or link to existing content","… lub dodaj odnośnik do już opublikowanych treści"
"Conditional query tags do not work before the query is run. Before then, they always return false.","Warunkowe tagi zapytań nie działają przed uruchomieniem zapytania; zwracają wówczas fałsz."
"The user is already active.","To konto zostało już aktywowane."
"%s was called <strong>incorrectly</strong>. %s %s","Funkcja %s została wywołana <strong>nieprawidłowo</strong>. %s %s"
"(This message was added in version %s.)","(Ten komunikat został dodany w wersji %s.)"
"<strong>ERROR</strong>: The password you entered for the username <strong>%s</strong> is incorrect. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>BŁĄD</strong>: Wprowadzone hasło nie jest hasłem do konta o nazwie <strong>%s</strong>. <a href=\"%s\" title=\"Hasło utracone i znalezione\">Nie pamiętasz swojego hasła</a>?"
"Sorry, you cannot publish this post.","Przepraszamy, nie możesz opublikować tego wpisu."
"Comment History","Oś czasu komentarzy"
"<a href=\"%s\" target=\"_blank\">Click here</a> to confirm that <a href=\"%s\" target=\"_blank\">Akismet.com is up</a>.","<a href=\"%s\" target=\"_blank\">Kliknij tutaj</a>, aby sprawdzić, czy strona <a href=\"%s\" target=\"_blank\">Akismet.com działa</a>."
"Akismet %s requires WordPress 3.0 or higher.","Akismet %s do działania wymaga WordPressa w wersji 3.0 lub nowszej."
"%s approved","%s zatwierdzone"
"%s reported this comment as not spam","Ten komentarz został zgłoszony jako niebędący spamem; wykonawca działania: %s"
"Akismet caught this comment as spam","Akismet wychwycił ten komentarz jako będący spamem"
"%s reported this comment as spam","Ten komentarz został zgłoszony jako spam; wykonawca działania: %s"
"Akismet caught this comment as spam during an automatic retry.","Akismet wychwycił ten komentarz jako będący spamem podczas automatycznej ponownej próby sprawdzenia."
"Re-trying","Próbowanie ponownie"
"Auto-delete spam submitted on posts more than a month old.","Automatycznie usuwaj komentarze do wpisów oznaczone jako spam po upływie miesiąca od daty ich wysłania."
"Your WordPress home URL %s is invalid.  Please fix the <a href=\"%s\">home option</a>.","Podany adres strony domowej - %s - jest nieprawidłowy.  Proszę poprawić zawartość <a href=\"%s\">pola z adresem strony domowej</a>."
"Show the number of comments you've approved beside each comment author.","Przy podpisach autorów wyświetlaj liczbę napisanych przez nich komentarzy, które zostały zatwierdzone."
"%s changed the comment status to %s","Stan tego komentarza został zmieniony na &#8222;%s&#8221;; wykonawca działania: %s"
"Comment status was changed to %s","Stan komentarza został zmieniony na &#8222;%s&#8221;"
"Akismet cleared this comment during an automatic retry.","Akismet przepuścił ten komentarz podczas automatycznego ponownego sprawdzenia."
"Akismet cleared this comment","Akismet przepuścił ten komentarz"
"Comment was caught by wp_blacklist_check","Komentarz został przechwycony przez funkcję wp_blacklist_check"
"Accessible","Dostępne"
"Akismet was unable to check this comment (response: %s), will automatically retry again later.","Akismet nie mógł sprawdzić tego komentarza (odpowiedź serwera: %s), ale spróbuje zrobić to ponownie później."
"Permalink: %s","Bezpośredni odnośnik: %s"
"Standard","Zwykły wpis"
"Post types cannot exceed 20 characters in length","Nazwy typów wpisów nie mogą składać się z więcej niż 20 znaków"
"Your address will be %s.","Twoim adresem będzie %s."
"domain","domena"
"Invalid post format","Nieprawidłowy format wpisu"
"Whois  : http://whois.arin.net/rest/ip/%s","Whois     : http://whois.arin.net/rest/ip/%s"
"Open link in a new window/tab","Otwórz odnośnik w nowym oknie/nowej karcie"
"No search term specified. Showing recent items.","Nie wprowadzono kryteriów wyszukiwania. Wyświetlane są najnowsze pozycje."
"Only a static class method or function can be used in an uninstall hook.","Przy odinstalowywaniu użyta może być jedynie statyczna metoda klasy lub funkcja."
"Passing an integer number of posts is deprecated. Pass an array of arguments instead.","Podawanie liczby całkowitej jako argumentu w celu określenia liczby wpisów jest przestarzałą praktyką. Zamiast tego proszę podać tablicę."
"Aside","Notatka na marginesie"
"Chat","Czat"
"Gallery","Galeria"
"Image","Obrazek"
"Quote","Cytat"
"Status","Informacja o stanie"
"No pages found in Trash.","Nie znaleziono żadnych stron w koszu."
"No pages found.","Nie znaleziono żadnych stron."
"No posts found in Trash.","Nie znaleziono żadnych wpisów w koszu."
"Shortlink","Skrócony odnośnik"
"Invalid attachment ID.","Nieprawidłowy identyfikator załącznika."
"This file no longer needs to be included.","Ten plik nie musi już być załączony."
"Please enter your username or email address. You will receive a link to create a new password via email.","Proszę wprowadzić swoją nazwę użytkownika lub adres e-mail. Odnośnik pozwalający na utworzenie nowego hasła zostanie wysłany e-mailem."
"Display as dropdown","Wyświetlaj jako rozwijalne menu"
"Large size image height","Wysokość obrazka w dużym rozmiarze"
"Medium size image width","Szerokość obrazka w średnim rozmiarze"
"Medium size image height","Wysokość obrazka w średnim rozmiarze"
"Large size image width","Szerokość obrazka w dużym rozmiarze"
"Crop thumbnail to exact dimensions","Przytnij miniaturę do określonych wymiarów"
"Thumbnail Height","Wysokość miniatury"
"Thumbnail Width","Szerokość miniatury"
"No matches found.","Nie znaleziono pasujących pozycji."
"New password","Nowe hasło"
"Confirm new password","Potwierdź nowe hasło"
"To reset your password, visit the following address:","Aby ustawić nowe hasło, przejdź pod poniższy adres:"
"Reset Password","Zapisz nowe hasło"
"The passwords do not match.","Wprowadzone hasła się nie zgadzają."
"Password Reset","Ustawianie nowego hasła"
"Your password has been reset.","Twoje nowe hasło zostało zapisane."
"Someone requested that the password be reset for the following account:","Ktoś poprosił o wygenerowanie nowego hasła dla następującego konta:"
"If this was a mistake, just ignore this email and nothing will happen.","Jeśli jest to błąd, po prostu zignoruj tego e-maila, a nic się nie stanie."
"Enter your new password below.","Poniżej wprowadź swoje nowe hasło."
"Invalid post","Nieprawidłowy wpis"
"Edit My Profile","Edycja profilu"
"My Account","Moje konto"
"Manage Comments","Zarządzaj komentarzami"
"View comment history","Pokaż oś czasu komentarzy"
"Akismet was unable to re-check this comment (response: %s)","Akismet nie mógł sprawdzić tego komentarza ponownie (odpowiedź serwera: %s)"
"Flagged as spam by %s","Oznaczony jako spam przez %s"
"Akismet re-checked and caught this comment as spam","Akismet sprawdził wykonał ponowne sprawdzenie i określił ten komentarz jako spam"
"Please <a href=\"%s\">upgrade WordPress</a> to a current version, or <a href=\"%s\">downgrade to version 2.4 of the Akismet plugin</a>.","Proszę <a href=\"%s\">zaktualizować WordPressa</a> do najnowszej wersji lub <a href=\"%s\">zainstalować wersję 2.4 wtyczki Akismet</a>."
"Un-spammed by %s","Oznaczenie tego komentarza jako spam zostało cofnięte; wykonawca działania: %s"
"Akismet re-checked and cleared this comment","Akismet sprawdził ten komentarz ponownie i przepuścił go"
"Only lowercase letters (a-z) and numbers are allowed.","Dozwolone jest użycie wyłącznie małych liter (a-z) oraz cyfr."
"\"caller_get_posts\" is deprecated. Use \"ignore_sticky_posts\" instead.","Parametr \"caller_get_posts\" jest przestarzały. Zamiast niego użyj parametru \"ignore_sticky_posts\"."
"New Link Category Name","Nazwa nowej kategorii odnośników"
"Add New Link Category","Dodaj nową kategorię odnośników"
"Update Link Category","Zaktualizuj kategorię odnośników"
"All Link Categories","Wszystkie kategorie odnośników"
"Search Link Categories","Przeszukaj kategorie odnośników"
"Link Category","Kategoria odnośników"
"Network Admin","Administracja siecią"
"<h1>Can&#8217;t select database</h1>\n<p>We were able to connect to the database server (which means your username and password is okay) but not able to select the <code>%s</code> database.</p>\n<ul>\n<li>Are you sure it exists?</li>\n<li>Does the user <code>%s</code> have permission to use the <code>%s</code> database?</li>\n<li>On some systems the name of your database is prefixed with your username, so it would be like <code>username_%s</code>. Could that be the problem?</li>\n</ul>\n<p>If you don't know how to set up a database you should <strong>contact your host</strong>. If all else fails you may find help at the <a href=\"http://wordpress.org/support/\">WordPress Support Forums</a>.</p>","<h1>Nie można wybrać bazy danych</h1>\n<p>Udało nam połączyć się z serwerem bazy danych (co oznacza, że wprowadzona nazwa użytkownika i hasło są w porządku), ale nie udało się wybrać bazy <code>%s</code>.</p>\n<ul>\n<li>Czy taka baza danych na pewno istnieje?</li>\n<li>Czy użytkownik <code>%s</code> posiada uprawnienie dostępu do bazy <code>%s</code>?</li>\n<li>W niektórych systemach nazwy baz danych poprzedzane są nazwą użytkownika - mają one postać <code>nazwauzytkownika_%s</code>. Może w tym tkwi problem?</li>\n</ul>\n<p>Jeżeli nie wiesz jak skonfigurować bazę danych <strong>skontaktuj się z administratorem serwera</strong>. Jeśli wszystkie kroki zawiodą, możesz poszukać pomocy na <a href=\"http://pl.forums.wordpress.org/\">forum pomocy WordPressa</a>.</p>"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Zapoznaj się ze stroną <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">raportu o błędzie</a> &mdash; niektóre z umieszczonych tam porad mogą pomóc Ci dowiedzieć się co poszło nie tak."
"[%s] Activate %s","[%s] Aktywuj %s"
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Brak witryn na tym hoście. Jeśli jesteś właścicielem tej witryny, zapoznaj się ze stroną <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Odpluskwianie sieci witryn opartej na WordPressie</a>, aby uzyskać więcej informacji na ten temat."
"Spam Blocked","Zablokowany spam"
"You must <a href=\"%s\">enter your Akismet API key</a> for it to work.","Musisz <a href=\"%s\">wprowadzić swój klucz do API Akismeta</a>, aby mógł on działać."
"For many people, <a href=\"%s\">Akismet</a> will greatly reduce or even completely eliminate the comment and trackback spam you get on your site. If one does happen to get through, simply mark it as \"spam\" on the moderation screen and Akismet will learn from the mistakes. If you don't have an API key yet, you can get one at <a href=\"%s\">Akismet.com</a>.","W wielu przypadkach <a href=\"%s\">Akismet</a> znacznie redukuje lub nawet kompletnie eliminuje spam w postaci komentarzy i trackbacków przesyłanych na witrynę, jednak jeżeli jakiemuś uda się przedostać, po prostu oznacz go jako spam na ekranie moderacji, a Akismet nauczy się na swoim błędzie. Jeśli nie posiadasz jeszcze klucza do API, możesz uzyskać go na stronie <a href=\"%s\">Akismet.com</a>."
"Akismet API Key","Klucz do API Akismeta"
"Your server is running PHP version %s but WordPress %s requires at least %s.","Twój serwer korzysta z PHP w wersji %s, lecz WordPress %s wymaga co najmniej wersji %s."
"A new trackback on the post \"%s\" is waiting for your approval","Nowy trackback do wpisu pt. &#8222;%s&#8221; oczekuje na zatwierdzenie"
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Jeśli jesteś właścicielem tej sieci, upewnij się, czy MySQL działa prawidłowo i czy wszystkie tabele w bazie danych są wolne od błędów."
"If your site does not display, please contact the owner of this network.","Jeśli Twoja witryna nie jest wyświetlana, skontaktuj się z właścicielem tej sieci."
"One Response to %s","Jedna odpowiedź na &#8222;%s&#8221;"
"%s Responses to %s","%s odpowiedzi na &#8222;%s&#8221;"
"user","użytkownik"
"none","żadne"
"all","wszystkie"
"Custom Menu","Własne menu"
"Use this widget to add one of your custom menus as a widget.","Użyj tego widgetu, aby wyświetlić jedno z własnych menu w panelu bocznym"
"New pingback on your post \"%s\"","Nowy pingback do Twojego wpisu pt. &#8222;%s&#8221;"
"A new pingback on the post \"%s\" is waiting for your approval","Nowy pingback do wpisu pt. &#8222;%s&#8221; oczekuje na zatwierdzenie"
"A new comment on the post \"%s\" is waiting for your approval","Nowy komentarz do wpisu pt. „%s” oczekuje na zatwierdzenie"
"New trackback on your post \"%s\"","Nowy trackback do Twojego wpisu pt. &#8222;%s&#8221;"
"New comment on your post \"%s\"","Nowy komentarz do Twojego wpisu pt. &#8222;%s&#8221;"
"A term with the name provided already exists.","Istnieje już pozycja o takiej nazwie."
"XHTML Friends Network","XHTML Friends Network (ang. &#8222;sieć przyjaciół XHTML&#8221;)"
"Valid <abbr title=\"eXtensible HyperText Markup Language\">XHTML</abbr>","Poprawny <abbr title=\"eXtensible HyperText Markup Language\">XHTML</abbr>"
"%s and %s.","%s oraz %s."
"F, Y","F Y"
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives.","Przeglądasz archiwa blogu &#8222;<a href=\"%s/\">%s</a>&#8221;."
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for %s.","Przeglądasz archiwa blogu <a href=\"%s/\">%s</a> z %s."
"Comments are closed.","Możliwość komentowania jest wyłączona."
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the year %s.","Przeglądasz archiwa blogu <a href=\"%s/\">%s</a> z roku %s."
"Logged in as <a href=\"%s\">%s</a>.","Zalogowano się jako <a href=\"%s\">%s</a>."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out &raquo;</a>","Zalogowano się jako <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Wyloguj się z tego konta\">Wyloguj się &raquo;</a>"
"Submit Comment","Wyślij komentarz"
"%s is proudly powered by %s","Witryna %s jest dumnie wspierana przez WordPressa"
"Your Comment","Twój komentarz"
"Say It!","Dodaj go!"
"Close this window.","Zamknij to okno."
"Sorry, no posts matched your criteria.","Przepraszamy, brak wpisów spełniających podane kryteria."
"Powered by <a href=\"%s\" title=\"Powered by WordPress, state-of-the-art semantic personal publishing platform\"><strong>WordPress</strong></a>","Ta witryna oparta jest na <a href=\"%s\" title=\"WordPress &mdash; nowoczesna, semantyczna, osobista platforma publikacyjna\"><strong>WordPressie</strong></a>"
"Log out of this account","Wyloguj się z tego konta"
"Log out &raquo;","Wyloguj się &raquo;"
"Mail (will not be published)","E-mail (nie zostanie opublikowany)"
"<strong>XHTML:</strong> You can use these tags: <code>%s</code>","<strong>XHTML:</strong> Możesz użyć następujących tagów: <code>%s</code>"
"You have searched the <a href=\"%s/\">%s</a> blog archives for <strong>&#8216;%s&#8217;</strong>. If you are unable to find anything in these search results, you can try one of these links.","Przeszukano archiwa blogu <a href=\"%s/\">&#8222;%s&#8221;</a> w poszukiwaniu tekstu <strong>&#8216;%s&#8217;</strong>. Jeśli nie potrafisz znaleźć interesujących Cię treści pośród tych wyników wyszukiwania, możesz spróbować odwiedzić któryś z poniższych odnośników."
"l, F jS, Y","l, j F Y"
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the day %s.","Przeglądasz archiwa blogu <a href=\"%s/\">%s</a> z dnia %s."
"You are currently browsing the archives for the %s category.","Przeglądasz archiwa kategorii &#8222;%s&#8221;."
"%d queries. %s seconds.","%d zapytań, %s sekund."
"Comments (RSS)","Komentarze (RSS)"
"Entries (RSS)","Wpisy (RSS)"
"Line and paragraph breaks automatic, e-mail address never displayed, <acronym title=\"Hypertext Markup Language\">HTML</acronym> allowed: <code>%s</code>","Łamanie linii i tworzenie akapitów dokonywanie jest automatycznie. Adres e-mail nigdy nie jest wyświetlany. Dozwolone jest korzystanie z następujących tagów <acronym title=\"Hypertext Markup Language\">HTML</acronym>-a: <code>%s</code>"
"This post is password protected. Enter the password to view comments.","Ten wpis jest zabezpieczony hasłem. Wprowadź je, aby zobaczyć komentarze."
"This page validates as XHTML 1.0 Transitional","Ta strona jest zgodna ze standardem &#8222;XHTML 1.0 Transitional&#8221;"
"Sorry, the comment form is closed at this time.","Przepraszamy, możliwość dodawania komentarzy jest obecnie wyłączona."
"%s - Comments on %s","%s - Komentarze do &#8222;%s&#8221;"
"<abbr title=\"Really Simple Syndication\">RSS</abbr> feed for comments on this post.","Kanał <abbr title=\"Really Simple Syndication\">RSS</abbr> z komentarzami do tego wpisu."
"The <abbr title=\"Universal Resource Locator\">URL</abbr> to TrackBack this entry is: <em>%s</em>","Adres <abbr title=\"Universal Resource Locator\">URL</abbr> do wysyłania trackbacków do tego wpisu: <em>%s</em>"
"by %s &#8212; %s @ <a href=\"#comment-%s\">%s</a>","autor: %s &#8212; %s o <a href=\"#comment-%s\">%s</a>"
"Leave a comment","Dodaj komentarz"
"Old","Stare"
"Date Created","Data utworzenia"
"Choose from the most used tags","Wybierz spośród najpopularniejszych tagów"
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Możesz użyć następujących tagów oraz atrybutów <abbr title=\"HyperText Markup Language\">HTML</abbr>-a: %s"
"Category","Kategoria"
"Search Tags","Szukaj tagów"
"Popular Tags","Popularne tagi"
"New Category Name","Nazwa nowej kategorii"
"New Tag Name","Nazwa nowego tagu"
"Add New Category","Dodaj nową kategorię"
"Add New Tag","Dodaj nowy tag"
"Update Tag","Zaktualizuj tag"
"Parent Category:","Kategoria nadrzędna:"
"Parent Category","Kategoria nadrzędna"
"All Tags","Wszystkie tagi"
"Categories","Kategorie"
"Sorry, new registrations are not allowed at this time.","Przepraszamy, w tej chwili nie można się rejestrować."
"Check your inbox at <strong>%s</strong> and click the link given.","Sprawdź, czy doszedł już na adres <strong>%s</strong> aktywacyjny e-mail i kliknij zawarty w nim odnośnik."
"Wait a little longer. Sometimes delivery of email can be delayed by processes outside of our control.","Poczekaj jeszcze troszkę. Czasami dostarczenie e-maila może zostać opóźnione przez procesy, na które nie mamy wpływu."
"Check the junk or spam folder of your email client. Sometime emails wind up there by mistake.","Sprawdź folder &#8222;Niechciane&#8221; lub &#8222;Spam&#8221; swojego klienta e-mail. Czasami normalne wiadomości zostają tam przypadkowo umieszczone."
"Greetings Site Administrator! You are currently allowing &#8220;%s&#8221; registrations. To change or disable registration go to your <a href=\"%s\">Options page</a>.","Witaj, administratorze witryny! Obecnie pozwalasz na rejestracje na &#8222;%s&#8221;. Aby zmienić ustawienia lub wyłączyć rejestrację, przejdź na swoją <a href=\"%s\">stronę opcji</a>."
"Have you entered your email correctly?  You have entered %s, if it&#8217;s incorrect, you will not receive your email.","Czy wprowadzono adres e-mail prawidłowo?  Wprowadzono adres %s, jednak jeśli nie jest on prawidłowy, nie otrzymasz tego e-maila."
"We send your registration email to this address. (Double-check your email address before continuing.)","Porejestracyjnego e-maila wyślemy właśnie na ten adres. (Dwukrotnie sprawdź poprawność tego adresu przed przejściem dalej)."
"Search Pages","Szukaj stron"
"Add New Post","Dodaj nowy wpis"
"Parent Page:","Strona nadrzędna:"
"Posts","Wpisy"
"Edit Page","Edytuj stronę"
"Search Posts","Szukaj wpisów"
"Add New Page","Dodaj nową stronę"
"Pages","Strony"
"The constant <code>VHOST</code> <strong>is deprecated</strong>. Use the boolean constant <code>SUBDOMAIN_INSTALL</code> in wp-config.php to enable a subdomain configuration. Use is_subdomain_install() to check whether a subdomain configuration is enabled.","Stała <code>VHOST</code> <strong>uznawana jest za przestarzałą</strong>. Zamiast niej możesz użyć w pliku wp-config.php stałej <code>SUBDOMAIN_INSTALL</code>, jeśli chcesz włączyć konfigurację subdomenową. Użyj funkcji is_subdomain_install(), aby sprawdzić, czy konfiguracja ta działa."
"<strong>Conflicting values for the constants VHOST and SUBDOMAIN_INSTALL.</strong> The value of SUBDOMAIN_INSTALL will be assumed to be your subdomain configuration setting.","<strong>Konflikt między wartościami stałych VHOST oraz SUBDOMAIN_INSTALL.</strong> Do określenia, czy użyta ma być konfiguracja subdomenowa czy podkatalogowa, wykorzystana zostanie wartość stałej SUBDOMAIN_INSTALL."
"<strong>ERROR</strong>: This username is invalid because it uses illegal characters. Please enter a valid username.","<strong>BŁĄD</strong>: Podana nazwa użytkownika jest nieprawidłowa, ponieważ zawiera niedozwolone znaki. Proszę wprowadzić prawidłową nazwę użytkownika."
"Required fields are marked %s","Pola, których wypełnienie jest wymagane, są oznaczone symbolem %s"
"Please include a %s template in your theme.","Proszę zawrzeć w motywie szablon %s."
"Theme without %s","Motyw nieposiadający %s"
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Nie można odnaleźć witryny <code>%s</code>.</strong> Szukano tabeli <code>%s</code> w bazie danych <code>%s</code>. Czy wszystko się zgadza?"
"The <code>%s</code> option is deprecated for the family of <code>bloginfo()</code> functions.","Opcja <code>%s</code> jest uznawana za przestarzałą na rzecz rodziny funkcji <code>bloginfo()</code>."
"Use the <code>%s</code> option instead.","Zamiast niej użyj opcji <code>%s</code>."
"Your site&#8217;s WordPress Pages","Strony Twojej witryny oparte na WordPressie"
"Your web host or server administrator has disabled PHP's <code>fsockopen</code> or <code>gethostbynamel</code> functions.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet's system requirements</a>.","Administrator Twojego serwera zablokował funkcję <code>fsockopen</code> lub <code>gethostbynamel</code> PHP.  <strong>Akismet nie może pracować prawidłowo, dopóki nie zostanie to zmienione.</strong>  Proszę skontaktować się z administratorem serwera WWW lub zapory ogniowej i przekazać mu <a href=\"%s\" target=\"_blank\">te informacje o wymaganiach systemowych Akismeta</a>."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Brak tabel w bazie danych.</strong> Ten błąd oznacza, że MySQL nie działa, WordPress nie został prawidłowo zainstalowany lub ktoś usunął <code>%s</code>. Naprawdę dobrze byłoby rzucić teraz okiem na używaną przez WordPressa bazę danych."
"Sorry, you do not have access to user data on this site.","Nie posiadasz uprawnienia do dostępu do danych użytkowników tej witryny."
"Sorry, you are not allowed to post on this site.","Przepraszamy, nie posiadasz uprawnienia do dodawania wpisów na tę witrynę."
